ip_address,domain,malware_hash,threat_type,description,label
209.62.227.57,,6e096843f7cda45359dc2c2e07976914a37b85e64e25534ee17636849110d4b7,ransomware,Phishing email targeting employees with fake login page,1
21.156.57.31,1r89yf0twktkyc.xyz,d933e3be085905a134d367a29db54e29a93fac52be50ac17054b841334c396cb,denial_of_service,Data exfiltration via DNS tunnelling detected,1
240.245.126.83,yg8yfw8ripg5h08476l.ru,,denial_of_service,Botnet command-and-control beacon every 60 seconds,1
186.203.105.175,9r9adxe2hfgu8bw9e.xyz,01ff178caea3fbc4c57e1244e440c79e,ransomware,Phishing email targeting employees with fake login page,1
193.84.188.205,hj90.ru,cb2097c652f6cb3d2d2acc6bd41d6cb44d7a8e4e91c79a1e2584dec2efe22f31,ransomware,,1
30.129.147.110,6mxm39di2vqtws1.ru,9a39e87ace59b72aeb745de6c5c5a7bd,other,Suspicious outbound traffic to known C2 server,1
153.196.53.60,,,brute_force,,0
,,,brute_force,123,0
,,89a16727ba825b82c24e8547521f6cced74598b3565fe33bdab9d3fb0d6e899a,data_exfiltration,Malicious macro in Office document,1
11.12.229.167,,6fe9587f03079b85b4491e5e2de411ef,other,Drive-by download serving banking trojan,1
,kqeu2asi5pvdrevj.xyz,b21c5f09c7e02794dd8812ce5bc16ab5d28def7109e37d033248d60a40ef8c62,phishing,Suspicious outbound traffic to known C2 server,1
,mig5pbe01iggxxwfd5wi.top,,ransomware,Phishing email targeting employees with fake login page,1
236.15.41.11,,2c48f9c62556a7c6e01df37fbd8cbe91269edede8f75a05824df3ab34820b0fd,phishing,Malicious macro in Office document,1
,,,ransomware,Suspicious outbound traffic to known C2 server,1
,,,malware,,0
,,,denial_of_service,,0
,,,other,,0
,,662c6d9d69910b53181c22701bc0cbffc86deca858045813eecd9d87b3df2be2,data_exfiltration,Malicious macro in Office document,1
36.57.41.207,brfmmi209uaxkkb.top,,data_exfiltration,Malicious macro in Office document,1
,,,malware,hello world,0
38.11.3.195,,,other,,0
98.183.11.78,9a0zkn.ru,6936e10effb785a971d509b886f1160160d0be878c2a91ff1cb9595532323288,other,Suspicious outbound traffic to known C2 server,1
,,,other,not sure,0
200.161.24.166,dm87u9lu8tvzpnk4y.buzz,a9afaf9b6a96c9ad671a12c4a6b8ab93,brute_force,Drive-by download serving banking trojan,1
113.100.23.194,,c8ea716e9b9ecf2ab5b592142fada217,command_and_control,Drive-by download serving banking trojan,1
55.105.82.204,,06edd4b8dd21a5391ef174b725f274fb16438ffbd668c5231e62750fecd3360d,denial_of_service,Credential harvesting page impersonating corporate SSO,1
,xe38j9y.top,74c1197fe5379c4139c860e446ccd0ad,phishing,,1
75.137.76.67,ebhfiuew.tk,dded97df4dc33f65afdd8587c314230d,other,Ransomware dropper detected in email attachment,1
46.183.109.164,,4312cac75d62884c30271adfad073e97,command_and_control,Botnet command-and-control beacon every 60 seconds,1
186.196.25.47,,,other,hello world,0
,,,phishing,Data exfiltration via DNS tunnelling detected,1
125.49.255.88,,,other,Drive-by download serving banking trojan,1
227.150.54.191,01ei8vi5mq.xyz,,brute_force,Botnet command-and-control beacon every 60 seconds,1
206.251.197.158,rf0bufl1bxwbl.buzz,c4725a358ef26218afa591f6a6ec53b79d54188c2e34d3a2dd6ab79fc1921963,command_and_control,Brute force SSH attempts from this IP,1
100.76.212.55,dz7yll74kvrs3krj3d8x.ru,d805be31041d8b93154f68f18044881c,other,Drive-by download serving banking trojan,1
190.147.127.60,2bwnj4s.top,,command_and_control,Phishing email targeting employees with fake login page,1
83.178.216.251,20i8j.cc,,malware,Data exfiltration via DNS tunnelling detected,1
253.51.239.16,vh704mulx31yn9hvtpj.tk,,malware,Drive-by download serving banking trojan,1
4.117.153.107,wi7k5mbrm.tk,afec0c5e2323e1c162af66b2e3cf7bc3,data_exfiltration,Ransomware dropper detected in email attachment,1
244.79.203.175,,,data_exfiltration,Ransomware dropper detected in email attachment,1
108.75.234.182,e8zj89upxptyxgt.net,,phishing,,0
,,,denial_of_service,,0
175.170.47.6,,33ca8b117b1aa33c410a8add9d0babee,data_exfiltration,,0
85.11.19.21,,,malware,Botnet command-and-control beacon every 60 seconds,1
3.24.122.213,,,brute_force,,0
212.118.79.14,4dbwvwecr3bwpk41i.cc,,ransomware,Phishing email targeting employees with fake login page,1
137.22.143.228,mmj6q8.cc,865a22a5f7f50b131239db946344d8a6efd87a769f5346ec5bcd9ca1deaf2399,brute_force,Ransomware dropper detected in email attachment,1
200.24.122.22,,,brute_force,Phishing email targeting employees with fake login page,1
,nm7xmn95b4.buzz,b38aaa35da04299dc02f032242c9ce0c,command_and_control,Botnet command-and-control beacon every 60 seconds,1
167.48.242.37,,4fb4cd21487d38ed3a8b36fdb0f3fc6e,data_exfiltration,Malicious macro in Office document,1
1.182.111.104,1bgc3d8dz5b8n684fjem.buzz,,brute_force,Botnet command-and-control beacon every 60 seconds,1
,skae.gov,,brute_force,,0
192.167.161.5,hehm7b6ch1h.tk,,ransomware,Suspicious outbound traffic to known C2 server,1
141.155.119.173,x5zpbtrq5na59oh.cn,,phishing,,1
82.78.218.5,,47825348c47903fec38be2a4b3898226d2dfcb6c7d55cb008345a6a37f20423f,command_and_control,Malicious macro in Office document,1
214.218.8.22,,480defc7fcc2c1a8f488f7bc28cb9879,data_exfiltration,Suspicious outbound traffic to known C2 server,1
252.207.159.116,,,ransomware,Ransomware dropper detected in email attachment,1
,,,malware,unknown,0
,7bi239.ru,c2d97994eaa044c5240ac7c6c4e19b00e79de3751299b0a4925b36e21494c5e7,denial_of_service,Credential harvesting page impersonating corporate SSO,1
,,,data_exfiltration,test,0
,,,phishing,asdf,0
44.6.115.144,,84498165dc68b66bf01c089516910d8c,command_and_control,Suspicious outbound traffic to known C2 server,1
107.40.52.184,,,malware,,0
235.235.137.55,jk6a.cc,,phishing,Suspicious outbound traffic to known C2 server,1
,,,malware,asdf,0
,,,command_and_control,ignore this,0
,4wg3reypaue.gov,0e0ae052f5970828f9dbdce097ec144b,phishing,,0
50.230.137.47,xypc2cxr4.top,,denial_of_service,Credential harvesting page impersonating corporate SSO,1
,,,command_and_control,just checking,0
8.72.224.236,e76bi48jqmh.xyz,1023a6b02a7387628dd0f44cedeede4449e9cf0317e928821ba3e4a791475557,data_exfiltration,Suspicious outbound traffic to known C2 server,1
209.192.189.137,,,ransomware,n/a,0
121.56.30.224,,,data_exfiltration,Credential harvesting page impersonating corporate SSO,1
138.29.212.222,ivvohw7y8l.ru,8a7d651b3539a053e81a07a1f9f9da9a,brute_force,Malicious macro in Office document,1
228.95.27.1,,,data_exfiltration,unknown,0
43.125.189.27,,23295585a72292e0fcc349e82f176e26,data_exfiltration,,1
,,,other,,0
93.34.242.191,0d9hwh5bvx.edu,,data_exfiltration,,0
,,,other,,0
239.160.202.251,6qzvgii1.tk,,other,Data exfiltration via DNS tunnelling detected,1
,,,malware,,0
,,,denial_of_service,,0
,,,other,,0
13.143.175.93,,e49582baa73da1f9bfc403547fbfcea2,denial_of_service,,1
40.249.249.10,,bdec4d0cb1847c9ef8d9065912f9a1ae9c3c57336b0bb4a00b5f46ab3366e582,denial_of_service,Ransomware dropper detected in email attachment,1
169.86.229.187,,,other,Domain hosting exploit kit distributing malware,1
,,,ransomware,not sure,0
104.226.127.173,,49ec7df8763482f6becab6039b60e4c0,other,Suspicious outbound traffic to known C2 server,1
,,,brute_force,asdf,0
135.202.74.117,,e2fc380b8e11f20746f5bd2ea0a85da7,denial_of_service,Botnet command-and-control beacon every 60 seconds,1
,vi93s98rkbo.cn,,ransomware,Data exfiltration via DNS tunnelling detected,1
12.26.94.45,,6cae39f2a62c9fbea8cfbc9baf64fc87,brute_force,Malicious macro in Office document,1
,,,malware,,0
,,,ransomware,Malicious macro in Office document,1
70.64.59.117,,9e1a136aa092b6bcfeb530cdc689b40b,other,Botnet command-and-control beacon every 60 seconds,1
,,,brute_force,Data exfiltration via DNS tunnelling detected,1
,,51461fa6441102a70b89149dbcff2f3fe83ac5d8e9b90719be521fec61fbe538,data_exfiltration,Suspicious outbound traffic to known C2 server,1
,,,data_exfiltration,,0
175.145.33.192,1zvmuvl7kkz90dmc.buzz,d2b172ead460f1c6892540723e1d9f1e7eb6d2292c4a491257df7cff40d14588,malware,Ransomware dropper detected in email attachment,1
,,,command_and_control,just checking,0
113.183.166.245,1qkzq.top,12ec86e6a0c54d20d7086c24296ac027,malware,Suspicious outbound traffic to known C2 server,1
32.90.210.39,xh5ymj6205n7q1.cn,,data_exfiltration,Domain hosting exploit kit distributing malware,1
104.119.138.206,2f635y6q6m2.net,,denial_of_service,just checking,0
,,,ransomware,123,0
123.187.165.221,,6bd6404f39710edfcaf75e25e1ca2c57,brute_force,Domain hosting exploit kit distributing malware,1
,,f47c84a34a079de2c07d8e9c723d0ed7,data_exfiltration,,0
17.114.209.232,2puwl2e5llgc5ay.buzz,286a73ebd3e4d80bfa17a304ced2ce89a2647a95287271af7406c1dcaa5135dc,other,Ransomware dropper detected in email attachment,1
,7rjbcblb9m2dy566.xyz,7f2f15fcd2a412b346c79c9a76f4cef74a9a87382d200bbbd6c109684a2a6df1,command_and_control,Domain hosting exploit kit distributing malware,1
45.245.134.195,l8d5xo4exis3rsu1.tk,efc5876441b2c819f1d6cc2f9051c47b72a558c7af9f2739416ba3c63841610e,denial_of_service,Suspicious outbound traffic to known C2 server,1
,,,other,,0
24.169.84.136,ce7rmbcj.cc,,brute_force,Domain hosting exploit kit distributing malware,1
223.177.223.243,23efubihv2prewufq.buzz,,malware,Phishing email targeting employees with fake login page,1
,,,ransomware,asdf,0
,,,data_exfiltration,,0
184.87.124.139,,,ransomware,test,0
169.224.65.130,,55d77fcc3f546ab1820bc1ba63ec0bc2,other,Botnet command-and-control beacon every 60 seconds,1
,8q6uti.cn,,denial_of_service,Phishing email targeting employees with fake login page,1
174.8.177.214,,eacf7faf1d5f4635da118881d839ca84d727f388cb1b8cc4456b4970befd4a74,malware,Drive-by download serving banking trojan,1
,kr5uqmz1n.xyz,,denial_of_service,,1
95.74.157.154,go4dwuf.top,1c002f48082d50f1cf223313408ce5a8c83748aed90334fe17295858f777dd4e,data_exfiltration,Suspicious outbound traffic to known C2 server,1
,wkscw4vj81e8xi0a.org,badb20fe988caaa249e5339faa4598eb,data_exfiltration,,0
62.6.187.57,,,other,,0
,,,denial_of_service,,0
221.72.233.148,3grs12ve9g.top,,ransomware,Ransomware dropper detected in email attachment,1
105.133.136.52,1sx3z.top,46489e3936e8176bc0f30823b1c5e4d2acb544dc4a372dfad610cb630277f6c1,other,Ransomware dropper detected in email attachment,1
50.219.71.126,7m2q0pkvmzu.ru,,brute_force,Brute force SSH attempts from this IP,1
,tik5ywnwxpht4zzao9.cn,,denial_of_service,Botnet command-and-control beacon every 60 seconds,1
80.38.89.178,,,data_exfiltration,Suspicious outbound traffic to known C2 server,1
,iycd.cn,,data_exfiltration,,1
84.172.195.217,,,brute_force,Domain hosting exploit kit distributing malware,1
233.102.27.27,z0avzed4.ru,,command_and_control,Drive-by download serving banking trojan,1
137.94.43.51,,7e96a7da57c5538124126dad611bb7367748d57750257d11587c12a063b571db,ransomware,Data exfiltration via DNS tunnelling detected,1
171.56.135.32,adn98x5i4nma0q3p.cc,,command_and_control,Drive-by download serving banking trojan,1
248.150.120.182,j8gshi.xyz,,phishing,Credential harvesting page impersonating corporate SSO,1
114.106.102.190,,,malware,Domain hosting exploit kit distributing malware,1
98.220.193.195,idcfd2wzry0z3rfq.buzz,,other,Malicious macro in Office document,1
,xh1zcx1pkd3hhkiskw.cn,,phishing,Domain hosting exploit kit distributing malware,1
106.128.250.91,z6qiem8fkk396j1.ru,a3e673c38eb9edc4e65e5827ec44327d5f18e281921c49e5fe8e819ea53b5de0,ransomware,,1
8.129.231.167,,,ransomware,Brute force SSH attempts from this IP,1
,,,command_and_control,123,0
27.214.46.107,grjdy69rvi87tawbibbf.top,,other,,1
164.15.146.223,9geo48z2i1rs6i.tk,,brute_force,Domain hosting exploit kit distributing malware,1
45.34.2.178,1kzxfs10.cc,443156fd6ce7d63318163461c1561576,malware,Brute force SSH attempts from this IP,1
113.55.103.132,,,ransomware,,1
,,371742896f85235ff1e106e0dd163c91,command_and_control,Phishing email targeting employees with fake login page,1
,,ca3ed335096e8b9dbcdc55780a8c8b89,denial_of_service,not sure,0
185.56.31.128,5trqjdjif7.buzz,,other,Botnet command-and-control beacon every 60 seconds,1
,ozzfjq40icg.edu,,brute_force,,0
,1otx.gov,,other,,0
252.164.71.72,,661c50a6439a9d69f13eae087181e142967bfc60a333dd32e9845794a871a472,denial_of_service,Malicious macro in Office document,1
,aewsp6yzgw.buzz,,data_exfiltration,Malicious macro in Office document,1
,jb2qu3foiro.org,,other,,0
,,,malware,not sure,0
,,,data_exfiltration,,0
,prmq6znc13.net,,brute_force,asdf,0
,,,malware,Brute force SSH attempts from this IP,1
,,,other,just checking,0
8.68.153.83,tbl0e4jhpzd2.tk,,ransomware,Domain hosting exploit kit distributing malware,1
,2bnv47.tk,a5dd128581785754651a6e30a64e196329866563a70c4272eca30739dbfb1f19,phishing,Malicious macro in Office document,1
,dkafk.net,,denial_of_service,,0
111.198.170.237,7k3asm.ru,3d728a109c7910c95249901b55ad846c,malware,Drive-by download serving banking trojan,1
,,6945b8f62e07fa86bfc4e5eb43b555771e9c1b11ad4bdb1f74aa88f092947c33,other,,0
,,42aa2533ae01299bbdcea83c5e809d22,brute_force,Domain hosting exploit kit distributing malware,1
98.65.157.93,docsmdrww.cc,114589e4e18eba5e08789f3530df8e1e,phishing,Suspicious outbound traffic to known C2 server,1
213.45.232.64,bzobu0mck72lb2x.cc,,data_exfiltration,,1
36.19.161.142,1ai7vv82yx4o.cc,1532232ab8edd6abe7bf03e1e1dff908f1686e1821e7c7e84fee0cac1ae52034,brute_force,Domain hosting exploit kit distributing malware,1
,,,other,,0
63.103.113.55,mc1k.top,,denial_of_service,Phishing email targeting employees with fake login page,1
,,,brute_force,,0
,,,other,,0
58.176.156.22,,,data_exfiltration,Malicious macro in Office document,1
108.158.219.233,,43c9b961a847fe3f612018e258e161c659ff47415e280bfbd9533548f1962325,other,Phishing email targeting employees with fake login page,1
,,,other,,0
,,,brute_force,,0
79.102.9.130,,560d2d0a8f92916c9a011f26b45094b2714dc21f30bc0a6a2b67a913cbf8e878,brute_force,Ransomware dropper detected in email attachment,1
8.51.199.37,,,denial_of_service,,0
246.223.166.121,x74me6t1l40qujssif4.tk,ebc2c44db08f321bcffcc127b3b9974cc2d830d84717d589e176f76c99f7944a,phishing,Credential harvesting page impersonating corporate SSO,1
,,,data_exfiltration,not sure,0
,,,malware,,0
122.147.9.200,g64cjqpbyln.buzz,,command_and_control,Phishing email targeting employees with fake login page,1
110.246.159.3,,,phishing,,1
,,,data_exfiltration,,0
92.134.149.210,32gbttp5p46.buzz,,command_and_control,Phishing email targeting employees with fake login page,1
115.140.26.99,,abc7360d41aa930b2b0c9583a57d306e9236c4337a18a749bb25b881728787b7,ransomware,Drive-by download serving banking trojan,1
129.59.28.78,,,other,,0
,r69kj8.edu,,other,ignore this,0
,,6a6ba797d669a91e0d120343fd93e338,other,Credential harvesting page impersonating corporate SSO,1
156.55.115.1,dpetmk958s.buzz,,command_and_control,Domain hosting exploit kit distributing malware,1
13.27.49.81,8c2vmtoac7f.xyz,,command_and_control,Malicious macro in Office document,1
24.134.47.238,,c56c9fdcc2ab2fe52ad1c2a66d511648,data_exfiltration,Phishing email targeting employees with fake login page,1
,,1962f5612871a7e617179fdee0439d50,ransomware,Phishing email targeting employees with fake login page,1
26.134.115.80,0ixsqw9.xyz,,phishing,Ransomware dropper detected in email attachment,1
,,,malware,,0
,,,denial_of_service,Suspicious outbound traffic to known C2 server,1
130.145.190.154,,,other,Ransomware dropper detected in email attachment,1
,zbv5wwdori.tk,,data_exfiltration,Brute force SSH attempts from this IP,1
,jsloe329om4ny4.ru,8e5c4cbd073d9751058816d68d34b3e8,other,Drive-by download serving banking trojan,1
121.70.132.111,,,command_and_control,asdf,0
142.76.24.61,au77fo4lyr0dtsq.buzz,,brute_force,Ransomware dropper detected in email attachment,1
,gapb196so9.com,,phishing,,0
100.96.60.180,wv9weuuy13r78oo.gov,,phishing,,0
,,,other,unknown,0
189.83.21.131,b4hxzehy08.cn,65cdfed58bdf12b3eb6907bff0860ebf,malware,Credential harvesting page impersonating corporate SSO,1
,suxsahovdsj1ebo95.ru,2c075b8fe155e48d244c7f9ab4ebe77b,other,Brute force SSH attempts from this IP,1
166.165.48.198,,,data_exfiltration,Malicious macro in Office document,1
221.160.70.80,,,brute_force,hello world,0
,,,data_exfiltration,ignore this,0
158.179.7.187,,,data_exfiltration,Drive-by download serving banking trojan,1
,,,denial_of_service,,0
21.167.191.95,flf9.cn,3ab7b3d579c2f9331bb35b0a6e3998c7,brute_force,,1
150.11.117.116,,,brute_force,not sure,0
,,,phishing,,0
,,,phishing,ignore this,0
,2jwrolykno.net,,other,,0
163.101.6.122,aehkz2zcremjzq7eul.buzz,,phishing,Data exfiltration via DNS tunnelling detected,1
,,,phishing,asdf,0
235.68.178.159,,24898be762ed25ce22e13969480576d4ab6532ebdfa58c6e50e2a20f56adbc1d,denial_of_service,Malicious macro in Office document,1
,,,phishing,,0
,,,other,,0
,4zgy0s9ocjp.cn,,data_exfiltration,Credential harvesting page impersonating corporate SSO,1
91.220.99.95,dqwgkuq.top,f4d9324a6ee3f5486e547a1531532c4f,other,Malicious macro in Office document,1
,,287f5239ab2d7231b97991ead5364c0a0aefa43e8949e540aaf677ab095509d3,phishing,Phishing email targeting employees with fake login page,1
,,,ransomware,Drive-by download serving banking trojan,1
195.191.47.48,c7b72yrs.cc,,command_and_control,Botnet command-and-control beacon every 60 seconds,1
,,1d20a61fa2ce7fba84bd23ecd633e79206aed4b15dffc34ffffb137a3e0af1a2,brute_force,,0
,,,other,,0
,,,ransomware,,0
180.130.171.80,,,malware,,0
197.186.232.120,f37spe7ty7jac5.buzz,,ransomware,Ransomware dropper detected in email attachment,1
88.71.135.243,5w8izbxqcz9.buzz,,phishing,Drive-by download serving banking trojan,1
,znlvdu8e0601c8.edu,e1998ab42e66198d573e8d95ca1d0b2e,data_exfiltration,,0
144.163.183.80,0gxnsayrp3h.buzz,,command_and_control,Botnet command-and-control beacon every 60 seconds,1
,7qa306m5f3yu1.cn,fde9be588eb8a4a353609353b21e8f1411bd23bfd406f828087434f437c97ceb,other,Phishing email targeting employees with fake login page,1
,,,malware,,0
37.45.0.245,72ydkgf3vei7tdn.cc,6790e44cf6baf3bdf72d6ac2a46d40d2934a31690e51b0f6d8d3231ace7b6934,data_exfiltration,Domain hosting exploit kit distributing malware,1
,316ewj.com,,data_exfiltration,,0
216.219.174.79,8439sgihn.ru,806625775e6f31d74d8aa6a17cfcf71098d87aa75e0d652c5fe78c5af8df06c6,ransomware,,1
106.204.51.194,8qk22h145pm.ru,,malware,Ransomware dropper detected in email attachment,1
,,,malware,,0
,,b5c1566bdb07ac8f63ebc4ab5e60448f,phishing,Drive-by download serving banking trojan,1
,,,denial_of_service,,0
,7lmog4b0kfjm28.com,,malware,,0
,,,phishing,,0
251.57.116.105,ykbcowrd.xyz,,malware,Ransomware dropper detected in email attachment,1
,,,ransomware,,0
,,,data_exfiltration,,0
,zztbxm0pb1tnhmoqm.top,,ransomware,Brute force SSH attempts from this IP,1
115.34.135.65,z94mrh.top,3695da2ba967d7a824a5a9f188b2e7764beb661378f71dbced14f20a655166e9,other,Ransomware dropper detected in email attachment,1
,5nsyxtrsc9j0dphilm5.top,,malware,,1
171.171.57.38,,,ransomware,Suspicious outbound traffic to known C2 server,1
,,,denial_of_service,,0
,38o7j0m8qu3ya.net,ceb9b4b61c12560cab052e3802a50ae595948cd7eff872beb71d0f25b0815f28,command_and_control,,0
,ng71oxebs8ddprs467m.buzz,,brute_force,Suspicious outbound traffic to known C2 server,1
,bxuemv0t8pxy.cc,1718a857922621bc7278fa86582bb21b,ransomware,Suspicious outbound traffic to known C2 server,1
,,,other,,0
21.249.60.114,,,command_and_control,,0
23.127.49.166,3hagey.cc,,other,Suspicious outbound traffic to known C2 server,1
,,,data_exfiltration,unknown,0
94.114.102.186,z75ij.cn,,denial_of_service,Domain hosting exploit kit distributing malware,1
,,,malware,Data exfiltration via DNS tunnelling detected,1
,zsfxvad359ampcaoapwm.tk,4e4799cabf03031d52cf973bf9003a72,other,,1
80.32.237.127,,,phishing,Botnet command-and-control beacon every 60 seconds,1
11.222.29.29,,,brute_force,just checking,0
,8yyek4.edu,,other,n/a,0
151.68.141.168,8u48sd.net,,other,just checking,0
98.0.230.223,,,ransomware,Suspicious outbound traffic to known C2 server,1
,,,brute_force,n/a,0
,osrzmjtz8.cn,4d2c07d972ccb6210c05de58c3ac89f869f43bd774fdaccfbf08fda07988da4b,malware,Botnet command-and-control beacon every 60 seconds,1
227.26.143.208,fuymn8yzqop7.cn,,malware,Botnet command-and-control beacon every 60 seconds,1
,,3d1b9163121406c9b6dd02c535a45a08a1dc3c9df5b17ea2bc01679edeb89427,denial_of_service,,0
,,,malware,hello world,0
122.74.153.123,,f5cdf2230a8db57c3c4acc83adb1c832,brute_force,just checking,0
,,,brute_force,,0
249.11.26.71,,,command_and_control,,0
129.8.224.38,b2phr1i.buzz,e197aa6d962a0b12922418d95e72c504ff45d1710faa5f57a167e255bf232777,command_and_control,Data exfiltration via DNS tunnelling detected,1
,,,ransomware,,0
144.116.60.239,d6j2owa98k11uo.ru,35275f31b14b68575ff7677549258862,data_exfiltration,Credential harvesting page impersonating corporate SSO,1
226.216.61.240,4lsm9xkvvf1z5jge.cc,d57c16c1e0f4337bc959e4dbc5c86e16f39ad098be83fd8fa6f6c1722ba281f0,command_and_control,Credential harvesting page impersonating corporate SSO,1
,,eacddd4adf5480bd75e2cb0e594149e2e2aa20e106fa1ecba905597167bef7ff,other,ignore this,0
,ai5q.gov,2d1db767c49e7b5cefa227abe8d453e1,malware,,0
54.13.25.137,gzuhuogl5uxwmu3rr576.buzz,0954f51fac17f176874470496e40b43e,ransomware,Botnet command-and-control beacon every 60 seconds,1
24.112.74.218,,ab264d6ecf35088221766448ec60014882ce3dd865a2be562081bf9a10e6ccfc,other,,1
75.158.214.4,,c6fb2cdf41a0be18b543ff46e6ca0d1b25f7bdfe3a9f2daf46ddb7a8c84affa5,denial_of_service,Brute force SSH attempts from this IP,1
,,5e3981d72e309fb7adb7de965d8fa845,ransomware,Domain hosting exploit kit distributing malware,1
,lrlieoinrn6cvk7isc.xyz,1537465c42abda7c7786cfcb6d878937,denial_of_service,Domain hosting exploit kit distributing malware,1
193.2.54.116,pn57.ru,,denial_of_service,Brute force SSH attempts from this IP,1
,br7qkyw26x3wtsondpeq.org,,data_exfiltration,test,0
,uln9t.top,,ransomware,Malicious macro in Office document,1
3.145.3.20,27aeb6zcvbbxcfzqbo9x.xyz,,other,Data exfiltration via DNS tunnelling detected,1
79.64.233.74,,,brute_force,,0
243.161.62.233,w2776y5hermjau.cc,,brute_force,Suspicious outbound traffic to known C2 server,1
9.26.10.62,d6mvq8.tk,8238a7b30b9e20157c6947cd4c714756,malware,Data exfiltration via DNS tunnelling detected,1
,,,command_and_control,,0
1.240.50.85,hvwr6x.buzz,007ed48575cc5673851ea49aab87c85e,ransomware,Malicious macro in Office document,1
123.238.69.207,,,other,not sure,0
,21potn2b59vfngrfpg.buzz,376bf8862c469354ef215e8f515bb43c,brute_force,Ransomware dropper detected in email attachment,1
60.178.14.135,,,malware,,0
218.56.53.234,,fce41ed6cc65cbbba2fd213539a332ae,phishing,test,0
,,,malware,,0
,,,ransomware,,0
78.9.46.149,,f59b317a265926d9c8897604e560773e,command_and_control,Suspicious outbound traffic to known C2 server,1
240.90.237.41,,,other,,0
144.231.88.74,5oxk9be29y9.tk,,command_and_control,,1
,,42e42738228e6f8ea631a602a5a2d23d,other,,1
,,,brute_force,,0
88.138.173.115,,,command_and_control,Credential harvesting page impersonating corporate SSO,1
4.207.247.181,l6yoeffve.xyz,a1d2bf2f01213ac7e31e253038e5686d38f7f4bc1179db4f54ee4a21f8d6589e,malware,,1
10.242.249.79,wdq04r0dat01n8uxsk.cc,19a8499b45e95ab830d0f0ebf68f2a67,other,Drive-by download serving banking trojan,1
172.216.251.69,nwcdmt6g.tk,6012e0ca00f545fdc4655aa14373840e74a708831dbf4b781d5138c10a2289cf,other,Suspicious outbound traffic to known C2 server,1
,,,data_exfiltration,,0
150.170.68.90,3k15xjfnacv3wmi.tk,66c21a0d120ccf92079e4b2b77986ea1106f9b64c0dac86f63909d00855d6eb5,other,Brute force SSH attempts from this IP,1
,,,data_exfiltration,Domain hosting exploit kit distributing malware,1
191.37.237.122,,,phishing,,0
212.178.172.129,,,phishing,,0
100.14.126.206,,3a94481b207fcf1308cbed99cac8e132,command_and_control,,0
,,,ransomware,123,0
,,,command_and_control,unknown,0
65.10.144.37,,,data_exfiltration,,0
,,,phishing,,0
42.139.150.11,x3c0250vnvjodruz.top,2e8e70732418b879fedf8db7bbdf750a2f1874ddd73d0bf853c2e80d8a5fc69d,data_exfiltration,Domain hosting exploit kit distributing malware,1
111.199.25.40,clep489xcw0p.cn,,data_exfiltration,Drive-by download serving banking trojan,1
,,bd7993191eaf42add04d0769f4552ec66e9ae734c367d4e3ba074e8394b3f6e9,malware,ignore this,0
,,,other,asdf,0
,,,ransomware,,0
,,,other,n/a,0
67.73.161.98,1vl6q0n9a.xyz,1d7d07fa148fc59b61582b295c8202213b746391b865689f02c0c5c7f2428f85,command_and_control,Domain hosting exploit kit distributing malware,1
245.163.247.192,fyiuuyxddk.gov,,phishing,,0
194.171.191.105,,,command_and_control,Phishing email targeting employees with fake login page,1
253.57.242.7,,,phishing,,0
,n1l79wufsljokf4.ru,,denial_of_service,Ransomware dropper detected in email attachment,1
105.179.87.229,xg7atsxd.top,f2f035049de6bcdc52c72cf13b5dc886cd0469da27175acf534b602ac28f604f,other,Ransomware dropper detected in email attachment,1
174.248.217.92,309qm7e91y5.xyz,,data_exfiltration,Ransomware dropper detected in email attachment,1
113.9.220.54,,7199d73bb63606ed5c567b4fce6187fdc0d2fd23faecc261631703dcddcd165f,denial_of_service,Ransomware dropper detected in email attachment,1
,,,phishing,,0
,68t1csy24c1ty3zem.cn,a282b9ecbff73b21a9bbe98528c1dfd499726fc9b6e6e1fb2c4bb23f54e609a6,malware,Drive-by download serving banking trojan,1
,,,malware,,0
248.236.125.107,rygc6tfa0f9v.cn,,malware,Botnet command-and-control beacon every 60 seconds,1
68.94.24.130,w4a5qkvekcpo7.edu,,phishing,,0
49.61.9.250,,,command_and_control,Ransomware dropper detected in email attachment,1
240.140.8.55,,,brute_force,,0
,,,command_and_control,unknown,0
14.242.141.240,c5bvynaw1w2dtrvdmx8.cn,,brute_force,Botnet command-and-control beacon every 60 seconds,1
,,,ransomware,,0
22.228.213.139,,2a8a1559ba893dd6e392e3b16333a0f7,data_exfiltration,hello world,0
,,05fcb6ddf8998212813101f87f03cb25b2a9da31a0ac4c47d6d3f85bfc335a0e,phishing,,0
,,,command_and_control,Drive-by download serving banking trojan,1
,50wclaisavtz.edu,,ransomware,,0
82.147.250.85,,,ransomware,unknown,0
,62a2zwsch46uw9.tk,e0064f07cba7c654764083df2bd6e9319ea2211c6c0c7eef5fd2b0427b9f2c48,data_exfiltration,Domain hosting exploit kit distributing malware,1
,oyiexp9c4s15kqev8q.net,,malware,,0
,,,ransomware,hello world,0
177.22.86.196,,,brute_force,Drive-by download serving banking trojan,1
8.38.71.232,,,data_exfiltration,ignore this,0
190.5.38.214,q9ei35pt4lp.buzz,abb6551ac059c813b45126c592105b3299747f7a30c41d6fe018aa97fa38bc3b,other,Ransomware dropper detected in email attachment,1
